Word,Sets,Source,Checks,Score,Synonyms,Generated,Added
monotreme,FLEECE,Armstrong,1,0,False,False,2025-09-08
monroe,STRUT,Armstrong,1,0,False,False,2025-09-08
monsieur,NURSE,Armstrong,1,0,False,False,2025-09-08
monsoon,GOOSE,Armstrong,1,0,False,False,2025-09-08
montage,PALM,Armstrong,1,0,False,False,2025-09-08
monteith,LOT,Armstrong,1,0,False,False,2025-09-08
monteverdi,SQUARE,Armstrong,1,0,False,False,2025-09-08
month,STRUT,Armstrong,1,0,False,False,2025-09-08
monthly,STRUT HAPPY,Armstrong,1,0,False,False,2025-09-08
montserrat,TRAP,Armstrong,1,0,False,False,2025-09-08
monumental,FOOT,Armstrong,1,0,False,False,2025-09-08
moo-cow,MOUTH,Armstrong,1,0,False,False,2025-09-08
moo-cows,MOUTH,Armstrong,1,0,False,False,2025-09-08
mooch,GOOSE,Armstrong,1,0,False,False,2025-09-08
mood,GOOSE,Armstrong,1,0,False,False,2025-09-08
moodey,HAPPY,Armstrong,1,0,False,False,2025-09-08
moon,GOOSE,Armstrong,1,0,False,False,2025-09-08
moonbeam,FLEECE,Armstrong,1,0,False,False,2025-09-08
moonwalk,THOUGHT,Armstrong,1,0,False,False,2025-09-08
moor,FORCE CURE,Armstrong,1,0,False,False,2025-09-08
moore,FORCE,Armstrong,1,0,False,False,2025-09-08
moored,FORCE CURE,Armstrong,1,0,False,False,2025-09-08
moorfowl,MOUTH,Armstrong,1,0,False,False,2025-09-08
moorgame,CURE,Armstrong,1,0,False,False,2025-09-08
moorgate,CURE,Armstrong,1,0,False,False,2025-09-08
moorhen,FORCE,Armstrong,1,0,False,False,2025-09-08
mooring,FORCE,Armstrong,1,0,False,False,2025-09-08
moors,CURE,Armstrong,1,0,False,False,2025-09-08
moose,GOOSE,Armstrong,1,0,False,False,2025-09-08
moped,DRESS,Armstrong,1,0,False,False,2025-09-08
morag,TRAP,Armstrong,1,0,False,False,2025-09-08
moraic,FORCE,Armstrong,1,0,False,False,2025-09-08
moral,(CLOTH),Armstrong,1,0,False,False,2025-09-08
moratorium,(CLOTH) FORCE,Armstrong,1,0,False,False,2025-09-08
morbid,NORTH,Armstrong,1,0,False,False,2025-09-08
morbidity,NORTH,Armstrong,1,0,False,False,2025-09-08
mordacity,NORTH,Armstrong,1,0,False,False,2025-09-08
more,FORCE,Armstrong,1,0,False,False,2025-09-08
moreover,FORCE,Armstrong,1,0,False,False,2025-09-08
mores,FACE,Armstrong,1,0,False,False,2025-09-08
morgan,NORTH,Armstrong,1,0,False,False,2025-09-08
morgue,NORTH,Armstrong,1,0,False,False,2025-09-08
moribund,(CLOTH),Armstrong,1,0,False,False,2025-09-08
morn,NORTH,Armstrong,1,0,False,False,2025-09-08
morning,NORTH,Armstrong,1,0,False,False,2025-09-08
morph,NORTH,Armstrong,1,0,False,False,2025-09-08
morpha,COMMA,Armstrong,1,0,False,False,2025-09-08
morphed,NORTH,Armstrong,1,0,False,False,2025-09-08
morpheme,FLEECE,Armstrong,1,0,False,False,2025-09-08
morpheus,NORTH,Armstrong,1,0,False,False,2025-09-08
morphine,FLEECE NORTH,Armstrong,1,0,False,False,2025-09-08
morphing,NORTH,Armstrong,1,0,False,False,2025-09-08
morphogenesis,GOAT,Armstrong,1,0,False,False,2025-09-08
morphological,NORTH,Armstrong,1,0,False,False,2025-09-08
morris,(CLOTH),Armstrong,1,0,False,False,2025-09-08
morrow,(CLOTH),Armstrong,1,0,False,False,2025-09-08
mortality,NORTH,Armstrong,1,0,False,False,2025-09-08
mortgage,NORTH,Armstrong,1,0,False,False,2025-09-08
mortuary,NORTH,Armstrong,1,0,False,False,2025-09-08
mosaic,GOAT,Armstrong,1,0,False,False,2025-09-08
mosquito,FLEECE,Armstrong,1,0,False,False,2025-09-08
most,GOAT,Armstrong,1,0,False,False,2025-09-08
motel,GOAT,Armstrong,1,0,False,False,2025-09-08
moth,CLOTH,Armstrong,1,0,False,False,2025-09-08
mother,STRUT LETTER,Armstrong,1,0,False,False,2025-09-08
mother-in-law,STRUT,Armstrong,1,0,False,False,2025-09-08
mother-of-pearl,STRUT,Armstrong,1,0,False,False,2025-09-08
motherboard,FORCE LETTER,Armstrong,1,0,False,False,2025-09-08
motherese,STRUT,Armstrong,1,0,False,False,2025-09-08
motherhood,STRUT,Armstrong,1,0,False,False,2025-09-08
mothering,STRUT,Armstrong,1,0,False,False,2025-09-08
motherland,STRUT,Armstrong,1,0,False,False,2025-09-08
motherless,STRUT,Armstrong,1,0,False,False,2025-09-08
motherliness,STRUT,Armstrong,1,0,False,False,2025-09-08
motherwell,DRESS LETTER,Armstrong,1,0,False,False,2025-09-08
motif,GOAT,Armstrong,1,0,False,False,2025-09-08
motion,GOAT,Armstrong,1,0,False,False,2025-09-08
motivate,GOAT,Armstrong,1,0,False,False,2025-09-08
motocross,GOAT,Armstrong,1,0,False,False,2025-09-08
motor,GOAT LETTER,Armstrong,1,0,False,False,2025-09-08
motorbike,PRICE LETTER,Armstrong,1,0,False,False,2025-09-08
motorcycle,PRICE LETTER,Armstrong,1,0,False,False,2025-09-08
motorcyclist,PRICE,Armstrong,1,0,False,False,2025-09-08
motoring,LETTER COMMA,Armstrong,1,0,False,False,2025-09-08
motorola,GOAT COMMA,Armstrong,1,0,False,False,2025-09-08
motorway,LETTER,Armstrong,1,0,False,False,2025-09-08
mount,MOUTH,Armstrong,1,0,False,False,2025-09-08
mountain,MOUTH,Armstrong,1,0,False,False,2025-09-08
mountaineer,NEAR,Armstrong,1,0,False,False,2025-09-08
mourn,CURE,Armstrong,1,0,False,False,2025-09-08
mourning,CURE,Armstrong,1,0,False,False,2025-09-08
mouse,MOUTH,Armstrong,1,0,False,False,2025-09-08
mousehole,MOUTH,Armstrong,1,0,False,False,2025-09-08
moussaka,PALM (GOOSE) (FOOT),Armstrong,1,0,False,False,2025-09-08
mousse,GOOSE,Armstrong,1,0,False,False,2025-09-08
mouth,MOUTH,Armstrong,1,0,False,False,2025-09-08
mouth-organ,NORTH,Armstrong,1,0,False,False,2025-09-08
mouth-to-mouth,MOUTH,Armstrong,1,0,False,False,2025-09-08
mouth-watering,THOUGHT MOUTH,Armstrong,1,0,False,False,2025-09-08
mouthed,MOUTH,Armstrong,1,0,False,False,2025-09-08
mouthful,MOUTH,Armstrong,1,0,False,False,2025-09-08
mouthing,MOUTH,Armstrong,1,0,False,False,2025-09-08
mouthpiece,MOUTH,Armstrong,1,0,False,False,2025-09-08
mouths,MOUTH,Armstrong,1,0,False,False,2025-09-08
mouthwash,MOUTH,Armstrong,1,0,False,False,2025-09-08
mouthy,MOUTH,Armstrong,1,0,False,False,2025-09-08
move,GOOSE,Armstrong,1,0,False,False,2025-09-08
movement,GOOSE,Armstrong,1,0,False,False,2025-09-08
movie,GOOSE HAPPY,Armstrong,1,0,False,False,2025-09-08
mow,GOAT MOUTH,Armstrong,1,0,False,False,2025-09-08
moxie,HAPPY,Armstrong,1,0,False,False,2025-09-08
moya,CHOICE,Armstrong,1,0,False,False,2025-09-08
moygashel,CHOICE,Armstrong,1,0,False,False,2025-09-08
mozambique,TRAP FLEECE GOAT,Armstrong,1,0,False,False,2025-09-08
mozart,START,Armstrong,1,0,False,False,2025-09-08
mp3,DRESS,Armstrong,1,0,False,False,2025-09-08
mpeg,DRESS,Armstrong,1,0,False,False,2025-09-08
ms,KIT,Armstrong,1,0,False,False,2025-09-08
much,STRUT,Armstrong,1,0,False,False,2025-09-08
mucilage,GOOSE,Armstrong,1,0,False,False,2025-09-08
mucosity,GOOSE,Armstrong,1,0,False,False,2025-09-08
mucous,GOOSE,Armstrong,1,0,False,False,2025-09-08
mud,STRUT,Armstrong,1,0,False,False,2025-09-08
mud-bath,BATH,Armstrong,1,0,False,False,2025-09-08
mud-baths,BATH,Armstrong,1,0,False,False,2025-09-08
muddle,STRUT,Armstrong,1,0,False,False,2025-09-08
muddy,STRUT,Armstrong,1,0,False,False,2025-09-08
mudguards,STRUT,Armstrong,1,0,False,False,2025-09-08
mudpie,STRUT,Armstrong,1,0,False,False,2025-09-08
muffin,STRUT,Armstrong,1,0,False,False,2025-09-08
muffler,STRUT,Armstrong,1,0,False,False,2025-09-08
mug,STRUT,Armstrong,1,0,False,False,2025-09-08
mugabe,PALM GOOSE,Armstrong,1,0,False,False,2025-09-08
mugwump,STRUT,Armstrong,1,0,False,False,2025-09-08
mujaheddin,GOOSE,Armstrong,1,0,False,False,2025-09-08
mulcahy,STRUT,Armstrong,1,0,False,False,2025-09-08
muldoon,STRUT,Armstrong,1,0,False,False,2025-09-08
mule,GOOSE,Armstrong,1,0,False,False,2025-09-08
muleteer,GOOSE,Armstrong,1,0,False,False,2025-09-08
mulholland,STRUT,Armstrong,1,0,False,False,2025-09-08
multi-,STRUT,Armstrong,1,0,False,False,2025-09-08
multicolored,STRUT,Armstrong,1,0,False,False,2025-09-08
multimedia,STRUT,Armstrong,1,0,False,False,2025-09-08
multiple,KIT STRUT,Armstrong,1,0,False,False,2025-09-08
multiple-choice,CHOICE,Armstrong,1,0,False,False,2025-09-08
multipurpose,NURSE,Armstrong,1,0,False,False,2025-09-08
multistage,FACE,Armstrong,1,0,False,False,2025-09-08
multitask,BATH,Armstrong,1,0,False,False,2025-09-08
multitude,GOOSE,Armstrong,1,0,False,False,2025-09-08
mumbai,FOOT,Armstrong,1,0,False,False,2025-09-08
mumbo-jumbo,GOAT,Armstrong,1,0,False,False,2025-09-08
mummy,STRUT HAPPY,Armstrong,1,0,False,False,2025-09-08
mums,STRUT,Armstrong,1,0,False,False,2025-09-08
munda,FOOT,Armstrong,1,0,False,False,2025-09-08
mundane,STRUT,Armstrong,1,0,False,False,2025-09-08
municipal,GOOSE,Armstrong,1,0,False,False,2025-09-08
munitions,GOOSE,Armstrong,1,0,False,False,2025-09-08
munro,GOAT,Armstrong,1,0,False,False,2025-09-08
muppets,STRUT,Armstrong,1,0,False,False,2025-09-08
mural,CURE,Armstrong,1,0,False,False,2025-09-08
murcia,COMMA,Armstrong,1,0,False,False,2025-09-08
murder,LETTER NURSE,Armstrong,1,0,False,False,2025-09-08
murdered,LETTER,Armstrong,1,0,False,False,2025-09-08
murderer,LETTER,Armstrong,1,0,False,False,2025-09-08
murdoch,NURSE,Armstrong,1,0,False,False,2025-09-08
murgatroyd,CHOICE,Armstrong,1,0,False,False,2025-09-08
murphy,NURSE,Armstrong,1,0,False,False,2025-09-08
murray,STRUT,Armstrong,1,0,False,False,2025-09-08
muscle,STRUT,Armstrong,1,0,False,False,2025-09-08
muse,GOOSE,Armstrong,1,0,False,False,2025-09-08
museum,FLEECE GOOSE NEAR COMMA,Armstrong,1,0,False,False,2025-09-08
musgrave,STRUT,Armstrong,1,0,False,False,2025-09-08
musgrove,STRUT,Armstrong,1,0,False,False,2025-09-08
mush,STRUT,Armstrong,1,0,False,False,2025-09-08
mushroom,STRUT GOOSE,Armstrong,1,0,False,False,2025-09-08
mushy,STRUT HAPPY,Armstrong,1,0,False,False,2025-09-08
music,KIT GOOSE,Armstrong,1,0,False,False,2025-09-08
musician,GOOSE,Armstrong,1,0,False,False,2025-09-08
musk-deer,NEAR,Armstrong,1,0,False,False,2025-09-08
muskogee,HAPPY,Armstrong,1,0,False,False,2025-09-08
muslin,STRUT,Armstrong,1,0,False,False,2025-09-08
must,STRUT COMMA,Armstrong,1,0,False,False,2025-09-08
must-have,TRAP STRUT,Armstrong,1,0,False,False,2025-09-08
mustachio,PALM,Armstrong,1,0,False,False,2025-09-08
mustafa,COMMA (GOOSE) (FOOT),Armstrong,1,0,False,False,2025-09-08
mustang,TRAP,Armstrong,1,0,False,False,2025-09-08
mutant,GOOSE,Armstrong,1,0,False,False,2025-09-08
mutation,GOOSE,Armstrong,1,0,False,False,2025-09-08
mute,GOOSE,Armstrong,1,0,False,False,2025-09-08
mutter,STRUT,Armstrong,1,0,False,False,2025-09-08
mutton,STRUT,Armstrong,1,0,False,False,2025-09-08
mutual,GOOSE,Armstrong,1,0,False,False,2025-09-08
mutuality,GOOSE,Armstrong,1,0,False,False,2025-09-08
mutually,GOOSE,Armstrong,1,0,False,False,2025-09-08
muzzle,STRUT,Armstrong,1,0,False,False,2025-09-08
muzzy,STRUT,Armstrong,1,0,False,False,2025-09-08
my,PRICE,Armstrong,1,0,False,False,2025-09-08
myanmar,NEAR START,Armstrong,1,0,False,False,2025-09-08
myeloid,CHOICE,Armstrong,1,0,False,False,2025-09-08
myriad,KIT,Armstrong,1,0,False,False,2025-09-08
myself,PRICE,Armstrong,1,0,False,False,2025-09-08
mysore,PRICE,Armstrong,1,0,False,False,2025-09-08
mystery,KIT,Armstrong,1,0,False,False,2025-09-08
mystique,FLEECE,Armstrong,1,0,False,False,2025-09-08
myth,KIT,Armstrong,1,0,False,False,2025-09-08
mythic,KIT,Armstrong,1,0,False,False,2025-09-08
mythical,KIT,Armstrong,1,0,False,False,2025-09-08
mytholmroyd,PRICE,Armstrong,1,0,False,False,2025-09-08
mythology,KIT,Armstrong,1,0,False,False,2025-09-08
mythos,KIT (LOT) (GOAT),Armstrong,1,0,False,False,2025-09-08
naafi,HAPPY,Armstrong,1,0,False,False,2025-09-08
naan,PALM,Armstrong,1,0,False,False,2025-09-08
nabob,LOT,Armstrong,1,0,False,False,2025-09-08
nacho,PALM,Armstrong,1,0,False,False,2025-09-08
nadezhda,DRESS,Armstrong,1,0,False,False,2025-09-08
nadia,PALM,Armstrong,1,0,False,False,2025-09-08
nadirs,NEAR,Armstrong,1,0,False,False,2025-09-08
nag,TRAP,Armstrong,1,0,False,False,2025-09-08
naga,PALM,Armstrong,1,0,False,False,2025-09-08
nagasaki,PALM,Armstrong,1,0,False,False,2025-09-08
nagoya,CHOICE,Armstrong,1,0,False,False,2025-09-08
nah,PALM,Armstrong,1,0,False,False,2025-09-08
nahuatl,PALM,Armstrong,1,0,False,False,2025-09-08
nail-varnish,START,Armstrong,1,0,False,False,2025-09-08
nailbrush,STRUT,Armstrong,1,0,False,False,2025-09-08
nails,FACE,Armstrong,1,0,False,False,2025-09-08
nailsea,HAPPY,Armstrong,1,0,False,False,2025-09-08
nairn,SQUARE,Armstrong,1,0,False,False,2025-09-08
nairobi,GOAT PRICE HAPPY,Armstrong,1,0,False,False,2025-09-08
naish,FACE,Armstrong,1,0,False,False,2025-09-08
naismith,FACE,Armstrong,1,0,False,False,2025-09-08
naked,FACE,Armstrong,1,0,False,False,2025-09-08
name,FACE,Armstrong,1,0,False,False,2025-09-08
naomi,GOAT HAPPY,Armstrong,1,0,False,False,2025-09-08
napalm,PALM,Armstrong,1,0,False,False,2025-09-08
naphtha,COMMA,Armstrong,1,0,False,False,2025-09-08
naphthalic,TRAP,Armstrong,1,0,False,False,2025-09-08
napier,FACE,Armstrong,1,0,False,False,2025-09-08
naples,FACE,Armstrong,1,0,False,False,2025-09-08
napoli,HAPPY,Armstrong,1,0,False,False,2025-09-08
nappies,TRAP,Armstrong,1,0,False,False,2025-09-08
narcissus,START,Armstrong,1,0,False,False,2025-09-08
narcistic,START,Armstrong,1,0,False,False,2025-09-08
narcolepsy,DRESS,Armstrong,1,0,False,False,2025-09-08
narrow,TRAP,Armstrong,1,0,False,False,2025-09-08
narrow-minded,GOAT,Armstrong,1,0,False,False,2025-09-08
narrowly,GOAT,Armstrong,1,0,False,False,2025-09-08
narwhal,START,Armstrong,1,0,False,False,2025-09-08
nasa,COMMA,Armstrong,1,0,False,False,2025-09-08
nash,TRAP,Armstrong,1,0,False,False,2025-09-08
nashville,TRAP,Armstrong,1,0,False,False,2025-09-08
nasopharyngeal,TRAP,Armstrong,1,0,False,False,2025-09-08
nasty,BATH,Armstrong,1,0,False,False,2025-09-08
natalie,HAPPY,Armstrong,1,0,False,False,2025-09-08
natasha,PALM COMMA (TRAP),Armstrong,1,0,False,False,2025-09-08
nathan,FACE,Armstrong,1,0,False,False,2025-09-08
national,TRAP,Armstrong,1,0,False,False,2025-09-08
nationwide,FACE PRICE,Armstrong,1,0,False,False,2025-09-08
native,FACE,Armstrong,1,0,False,False,2025-09-08
natural,TRAP,Armstrong,1,0,False,False,2025-09-08
nature,FACE LETTER,Armstrong,1,0,False,False,2025-09-08
naturist,FACE,Armstrong,1,0,False,False,2025-09-08
naturopath,TRAP,Armstrong,1,0,False,False,2025-09-08
naughty,THOUGHT,Armstrong,1,0,False,False,2025-09-08
nauru,MOUTH,Armstrong,1,0,False,False,2025-09-08
nauruan,MOUTH,Armstrong,1,0,False,False,2025-09-08
nauseating,THOUGHT,Armstrong,1,0,False,False,2025-09-08
nausicaa,THOUGHT,Armstrong,1,0,False,False,2025-09-08
nautical,THOUGHT,Armstrong,1,0,False,False,2025-09-08
nautilus,THOUGHT,Armstrong,1,0,False,False,2025-09-08
naval,FACE,Armstrong,1,0,False,False,2025-09-08
navigation,KIT TRAP FACE (COMMA),Armstrong,1,0,False,False,2025-09-08
navy,FACE HAPPY,Armstrong,1,0,False,False,2025-09-08
nawab,PALM,Armstrong,1,0,False,False,2025-09-08
naysayer,FACE,Armstrong,1,0,False,False,2025-09-08
nazi,HAPPY (TRAP),Armstrong,1,0,False,False,2025-09-08
neanderthal,PALM,Armstrong,1,0,False,False,2025-09-08
neap,FLEECE,Armstrong,1,0,False,False,2025-09-08
near,NEAR,Armstrong,1,0,False,False,2025-09-08
near-sighted,NEAR,Armstrong,1,0,False,False,2025-09-08
nearby,PRICE,Armstrong,1,0,False,False,2025-09-08
nearer,NEAR LETTER,Armstrong,1,0,False,False,2025-09-08
nearest,NEAR,Armstrong,1,0,False,False,2025-09-08
nearly,NEAR,Armstrong,1,0,False,False,2025-09-08
nearness,NEAR,Armstrong,1,0,False,False,2025-09-08
nearside,NEAR,Armstrong,1,0,False,False,2025-09-08
neat,FLEECE,Armstrong,1,0,False,False,2025-09-08
nebuchadnezzar,GOOSE,Armstrong,1,0,False,False,2025-09-08
necessary,DRESS,Armstrong,1,0,False,False,2025-09-08
neck-ties,PRICE,Armstrong,1,0,False,False,2025-09-08
neckerchief,LETTER,Armstrong,1,0,False,False,2025-09-08
neckwear,SQUARE,Armstrong,1,0,False,False,2025-09-08
nedifugous,FOOT,Armstrong,1,0,False,False,2025-09-08
need,FLEECE,Armstrong,1,0,False,False,2025-09-08
needle,FLEECE,Armstrong,1,0,False,False,2025-09-08
needlecraft,BATH,Armstrong,1,0,False,False,2025-09-08
needlepoint,CHOICE,Armstrong,1,0,False,False,2025-09-08
nefarious,SQUARE,Armstrong,1,0,False,False,2025-09-08
negative,DRESS,Armstrong,1,0,False,False,2025-09-08
negev,DRESS,Armstrong,1,0,False,False,2025-09-08
negligee,KIT,Armstrong,1,0,False,False,2025-09-08
neighbor,LETTER,Armstrong,1,0,False,False,2025-09-08
neighbour,FACE LETTER,Armstrong,1,0,False,False,2025-09-08
neighbourhood,FOOT,Armstrong,1,0,False,False,2025-09-08
neither,LETTER (FLEECE) (PRICE),Armstrong,1,0,False,False,2025-09-08
neolithic,KIT,Armstrong,1,0,False,False,2025-09-08
neon,LOT FLEECE,Armstrong,1,0,False,False,2025-09-08
neoplasms,TRAP,Armstrong,1,0,False,False,2025-09-08
nepenthe,HAPPY,Armstrong,1,0,False,False,2025-09-08
nephew,GOOSE,Armstrong,1,0,False,False,2025-09-08
nephews,GOOSE,Armstrong,1,0,False,False,2025-09-08
neptune,GOOSE,Armstrong,1,0,False,False,2025-09-08
nerd,NURSE,Armstrong,1,0,False,False,2025-09-08
nerve,NURSE,Armstrong,1,0,False,False,2025-09-08
nervous,NURSE,Armstrong,1,0,False,False,2025-09-08
nest-egg,DRESS,Armstrong,1,0,False,False,2025-09-08
net,DRESS,Armstrong,1,0,False,False,2025-09-08
netball,THOUGHT,Armstrong,1,0,False,False,2025-09-08
nether,DRESS,Armstrong,1,0,False,False,2025-09-08
netherlands,DRESS LETTER,Armstrong,1,0,False,False,2025-09-08
netherton,DRESS,Armstrong,1,0,False,False,2025-09-08
network,DRESS,Armstrong,1,0,False,False,2025-09-08
neumann,CHOICE,Armstrong,1,0,False,False,2025-09-08
neurobiology,GOAT,Armstrong,1,0,False,False,2025-09-08
neurology,FOOT,Armstrong,1,0,False,False,2025-09-08
neuropathic,TRAP GOAT,Armstrong,1,0,False,False,2025-09-08
neuroscience,GOAT,Armstrong,1,0,False,False,2025-09-08
neutral,GOOSE,Armstrong,1,0,False,False,2025-09-08
nevada,PALM COMMA,Armstrong,1,0,False,False,2025-09-08
never,DRESS LETTER,Armstrong,1,0,False,False,2025-09-08
neverland,LETTER,Armstrong,1,0,False,False,2025-09-08
nevertheless,DRESS LETTER,Armstrong,1,0,False,False,2025-09-08
new,GOOSE,Armstrong,1,0,False,False,2025-09-08
newbie,GOOSE HAPPY,Armstrong,1,0,False,False,2025-09-08
newborn,GOOSE NORTH FORCE,Armstrong,1,0,False,False,2025-09-08
